País;Código ISO país;Oficina de registro;Grupo edad;Edad (años);Área Conocimiento;Sub Area Conocimiento;Nivel Académico;Estado civil;Género;Etnia de la persona;Estatura (CM);Localización;Cantidad de personas
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;AGRONOMÍA, VETERINARIA Y AFINES;MEDICINA VETERINARIA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADOLESCENTE;16;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;150;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;47;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;154;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;81;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. BERLIN;ADULTO;34;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;188;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;58;NINGUNA;NINGUNA;NO INDICA;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;PREGRADO - PROFESIONAL;CASADO;MASCULINO;NINGUNA;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;163;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;PREGRADO - PROFESIONAL;CASADO;MASCULINO;NINGUNA;184;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;56;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;PREGRADO - PROFESIONAL;CASADO;FEMENINO;AFRODESCENDIENTE;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;177;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;CIENCIAS DE LA SALUD;ENFERMERÍA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;154;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;44;NO INDICA;NO INDICA;PREGRADO - TECNOLÓGICO;DIVORCIADO;FEMENINO;NINGUNA;152;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;26;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;183;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;DESCONOCIDO;-1;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;171;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;43;INGENIERÍA, ARQUITECTURA Y AFINES;ARQUITECTURA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;156;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;39;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. BERLIN;ADULTO;36;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;184;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;58;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;INFANTE;11;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;156;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADOLESCENTE;14;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AMBIENTAL, SANITARIA Y AFINES;POSTGRADO - MAESTRIA;CASADO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;MATEMÁTICAS Y CIENCIAS NATURALES;GEOLOGÍA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;MATEMÁTICAS Y CIENCIAS NATURALES;GEOLOGÍA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;59;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES;NO INDICA;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;159;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;NINGUNA;NINGUNA;PRIMARIA;CASADO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;53;INGENIERÍA, ARQUITECTURA Y AFINES;ARQUITECTURA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;181;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;154;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;BELLAS ARTES;MÚSICA;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;20;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;150;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;170;(51.165691, 10.451526);2
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;POSTGRADO - DOCTORADO;SOLTERO;MASCULINO;NINGUNA;179;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;178;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;51;NO INDICA;NO INDICA;BACHILLERATO;CASADO;FEMENINO;OTRO;155;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;27;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;41;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;OTRO;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;49;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;192;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;61;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;164;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;45;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;POSTGRADO - ESPECIALIZACIÓN;CASADO;FEMENINO;NINGUNA;157;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;26;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;PREGRADO - TÉCNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;177;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;47;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;176;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;59;NO INDICA;NO INDICA;BACHILLERATO;DIVORCIADO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;67;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;CIENCIAS DE LA SALUD;ENFERMERÍA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;42;CIENCIAS DE LA SALUD;SALUD OCUPACIONAL (HSEQ);NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;58;NO INDICA;NO INDICA;POSTGRADO - ESPECIALIZACIÓN;CASADO;FEMENINO;NINGUNA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;49;NO INDICA;NO INDICA;POSTGRADO - ESPECIALIZACIÓN;CASADO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;26;INGENIERÍA, ARQUITECTURA Y AFINES;OTRAS INGENIERÍAS;BACHILLERATO;SOLTERO;MASCULINO;OTRO;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;19;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;147;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;150;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;186;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;43;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADOLESCENTE;13;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;169;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;42;NO INDICA;NO INDICA;POSTGRADO - DOCTORADO;CASADO;MASCULINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;37;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;154;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;43;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;164;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;43;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;25;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;37;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;SIN ETNIA REGISTRADA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;36;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;152;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;23;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;42;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;NO INDICA;NO INDICA;PREGRADO - TECNOLÓGICO;CASADO;FEMENINO;OTRO;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;51;NO INDICA;NO INDICA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;154;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;46;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES;POSTGRADO - ESPECIALIZACIÓN;UNION_LIBRE;FEMENINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;69;NINGUNA;NINGUNA;NO INDICA;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;44;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;MATEMÁTICAS Y CIENCIAS NATURALES;OTROS PROGRAMAS DE CIENCIAS NATURALES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;159;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;41;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;NINGUNA;NINGUNA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;182;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;155;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;INGENIERÍA, ARQUITECTURA Y AFINES;ARQUITECTURA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;137;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;153;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;152;(51.165691, 10.451526);1
